time,width,height,weight,hp,strength,powers,protection
01:19,52,217,11109,371,4213,6243.134725880779,2726.8738333795814
01:20,46,103,1397,445,5258,6561.228954412235,1760.4638870143453
01:21,57,169,6401,526,6134,5565.80111249892,614.918130052291
01:22,21,167,390,829,8331,6943.459082422622,516.614632029271
01:23,79,147,4051,223,2308,4546.512481795849,199.3199293344592
01:24,42,98,2096,283,3302,3012.42445420307,1492.0651369398458
01:25,95,218,3724,780,7994,8937.731385173523,4148.442276055931
01:26,82,84,4458,366,4071,7641.709817054971,3553.7451914241356
01:27,55,199,4616,583,6184,4372.64607138167,2497.3656747236
01:28,53,209,5069,407,4674,7203.689161860574,2979.027328302944
01:29,75,100,1107,844,9393,5432.888008254246,3404.5990731720235
01:30,67,137,4420,174,2208,5146.799273056483,2475.669714273494
01:31,59,124,1975,674,7699,4359.0324569797485,2402.920042792757
01:32,76,85,1809,587,6489,7774.673640069828,2696.491351775855
01:33,62,87,2628,790,8511,10625.693637553566,7298.709225670505
01:34,21,144,2722,578,6004,3544.124376440255,2788.6792442524716
01:35,52,171,4414,909,9997,10831.088487132654,1101.1488636994163
01:36,20,234,1692,392,4567,4469.6819260301145,2594.6303810407267
01:37,44,191,453,965,10503,5099.030574648457,593.0945133676971
01:38,35,250,5063,574,6688,3047.5251693508176,2221.381520437246
01:39,57,93,4542,752,7577,1440.156357657545,547.7135533840204
01:40,79,219,5876,449,4580,8643.929551238689,2569.1216741669155
01:41,85,190,6231,762,7751,5224.557258395257,3727.7780776307877
01:42,40,100,1190,527,5764,6177.666331562198,660.617422608643
01:43,41,101,4096,587,6391,4409.896979739784,1516.0925078129226
01:44,77,190,4065,715,7722,2887.6873600898543,851.5522992444583
01:45,98,235,18586,784,8040,21579.164700107776,21026.434912536046
01:46,95,226,17305,84,1444,16157.71928927822,6110.89803333947
01:47,21,193,330,757,8503,6333.103207509908,600.8526164138347
01:48,97,138,5339,864,8840,10365.184278064384,6479.573063945106
01:49,71,115,5854,399,4178,2800.9458383824576,349.68210783644366
01:50,21,200,880,833,9329,8706.159541154946,7092.586785549408
01:51,54,144,6752,620,6819,7540.581730359683,952.4087714149229
01:52,57,187,910,409,4162,1088.3301136187256,979.4954557561781
01:53,37,184,5368,875,9182,4677.870171716524,4203.02567062739
01:54,64,124,6300,156,2009,5901.0842408658755,5460.092954262397
01:55,30,193,1926,851,9189,10685.631411393782,954.8176715814109
01:56,25,182,3837,839,9290,12598.908909632766,6601.5949378799405
01:57,96,176,6469,343,4333,9347.484883175492,6942.0400987915555
01:58,55,193,5069,62,1381,2227.1362833967787,913.2361475179762
01:59,60,205,452,388,4221,1933.620616534664,731.845250940464
02:00,73,213,9891,62,857,4909.707983315217,4012.2381744181384
02:01,73,93,865,265,3269,1882.392921306614,1381.9429839641978
02:02,79,143,4048,352,3725,4230.222139394437,759.7581521087327
02:03,43,134,474,12,557,1010.6794799661099,18.924043234313974
02:04,77,169,2121,387,3945,5017.044958559853,316.6845746191383
02:05,30,226,5968,321,3929,5804.822555070286,4304.498843610625
02:06,84,235,12831,735,7634,1736.1903186220497,119.06202887889728
02:07,97,83,7685,914,10132,9679.804448553428,5010.345025766011
02:08,93,168,4529,817,8437,6619.204529954968,5732.880260625792
02:09,22,85,637,465,5489,1718.117912603946,251.90392853276026
02:10,82,102,4229,899,9925,12294.347595617764,4100.393298636766
02:11,23,92,270,512,5682,970.3891799515759,310.62142926783065
02:12,74,152,5956,252,2575,5623.1319531426425,2758.8634403114615
02:13,85,171,10250,201,2213,7947.454455756031,4370.428192136816
02:14,21,137,1008,612,6508,4085.528464996809,2349.3419443042535
02:15,69,106,2889,370,4512,4258.641397898545,4065.208898278357
02:16,59,119,689,973,10066,8872.99996327254,8736.759536607538
02:17,89,139,4030,142,1735,4595.505168926047,2486.3721876461323
02:18,88,129,8306,320,3922,5506.672814826287,2626.7418546645267
02:19,77,199,5705,330,4186,4066.2161890154994,1264.9575188090125
02:20,55,182,1406,258,2757,3194.344953014639,2634.0143276875874
02:21,29,127,1071,18,528,1139.2218953291438,566.5038588320728
02:22,61,170,9534,472,5643,11891.707196218285,4688.774061751264
02:23,85,225,10359,111,1488,9389.608657925473,1179.3739520348101
02:24,58,194,9556,128,1400,10451.5972787904,148.13960786533656
02:25,59,234,12411,63,797,7390.764472724892,3825.94936316759
02:26,74,244,9812,213,2760,3514.125146227363,3392.9622079567166
02:27,91,197,16429,920,9638,13705.882912086621,13410.489796041307
02:28,98,191,7870,456,4941,6267.712773268602,3917.6372582337362
02:29,51,138,3410,709,7383,7521.804631279975,1339.709215219374
02:30,95,212,9775,589,5925,3875.547696284105,46.57857059489033
02:31,98,151,610,417,5027,4048.079650721623,87.65204116801814
02:32,96,105,1303,31,643,984.5783216151522,134.96667176982024
02:33,83,198,7492,329,3578,7201.409052432589,5562.0971148983335
02:34,52,153,3547,982,10381,7854.828736116921,3026.19846626637
02:35,67,171,6920,810,8584,9362.371017621665,3187.704073776066
02:36,94,132,3001,966,10217,11352.967460512005,9833.189534490222
02:37,39,135,4226,707,7156,9739.350450757865,7842.13530842751
02:38,98,160,10566,30,1062,5366.9058754836815,4519.418422832643
02:39,95,143,10496,417,4601,9462.416289556117,60.37094798562964
02:40,89,141,12043,739,8366,4163.8265015680745,2439.831789207328
02:41,37,218,7401,733,8235,5874.862971688373,536.4439057836242
02:42,69,185,9762,31,884,5774.794496993983,5495.53962778499
02:43,70,95,4945,37,1185,2762.3430848810617,217.80706918969435
02:44,99,182,17091,550,5974,12239.029445344018,9963.168690226697
02:45,66,191,5669,502,5036,8908.379582788315,4292.287940274746
02:46,98,86,2052,683,6990,4960.705195274846,900.0857072106538
02:47,90,183,8343,982,9892,6982.887060587373,5315.601202878963
02:48,84,184,12871,964,9771,14904.657315484088,3643.1301826156086
02:49,52,115,1999,599,6419,3105.72465910595,3087.8865190372794
02:50,33,187,1058,537,6165,2510.9387739394983,384.35624824482085
02:51,78,140,10725,51,1107,4010.441077472271,689.3092893259238
02:52,65,167,4250,967,10646,10328.63161663912,5155.293983965149
02:53,24,122,2512,317,3396,3890.1918943195515,3122.2601965298854
02:54,60,138,4634,573,6409,8100.39228003153,4638.838107748146
02:55,87,115,9775,946,9830,6932.4728269378975,5577.407327863564
02:56,86,217,16536,839,8810,19229.146777042584,10523.064079277454
02:57,96,207,10017,469,4855,1287.4626205776908,989.4548734894485
02:58,34,233,1503,956,10361,7123.862466113844,4704.891750297235
02:59,57,125,6173,548,6115,10669.42485614063,2109.625904078916
03:00,60,250,12230,634,7331,11640.438423944712,5676.954929082609
03:01,25,101,385,487,4951,1421.398260138376,284.156827097679
03:02,71,187,11971,333,4277,14668.348453723345,4905.698541197497
03:03,98,152,14007,720,7743,7948.486832755356,2274.5182392271304
03:04,82,115,8958,614,6615,10867.228249369884,1582.847500948928
03:05,79,221,7534,239,3112,4754.749468649393,2222.1561734300703
03:06,23,87,1356,345,3795,1503.070244855088,1179.0058101255183
03:07,93,160,2486,120,2165,1545.3391680823265,1166.633905702672
03:08,52,162,4934,949,10428,12174.040967440964,3793.8085364506173
03:09,72,197,10879,257,3335,2496.338951250145,1463.2537398350482
03:10,31,151,3202,672,6822,8326.406446301195,1427.5664189727943
03:11,20,231,644,216,3062,2870.0525249613806,687.3826761447955
03:12,78,250,9172,955,10166,10314.707996670151,625.6368781895846
03:13,24,244,4766,999,9994,6437.513930562447,5948.260536482271
03:14,42,247,3831,452,4964,1803.5169478755695,1456.4025563523508
03:15,28,229,2308,461,5102,6231.572193051681,5917.97321162563
03:16,58,161,5685,554,5962,6450.391098472002,2386.060373696164
03:17,73,216,10403,893,9657,11369.251689621879,5097.669896683132
03:18,29,192,2801,985,10148,10059.32597814564,9256.461155192788
03:19,73,188,9120,29,542,2667.9251731389068,2393.7801376683265
03:20,20,183,651,806,8456,5262.552239406815,3363.335789439031
03:21,53,220,1873,624,6444,4948.691288298595,1186.0917956891615
03:22,40,135,4461,498,5960,1134.4575506864596,999.6017235381782
03:23,89,82,5210,572,5877,5792.66483234025,321.1328392105553
03:24,29,182,1751,59,1029,2557.5502950949076,1859.6965900523908
03:25,62,241,3630,501,5557,4205.844356152996,2256.0222078321167
03:26,35,91,1246,186,2169,387.1077894625992,230.0564424876072
03:27,99,249,2770,59,1337,3089.152869378255,1694.9636008381262
03:28,83,181,6531,427,4737,1731.6414490010611,1286.225315318042
03:29,52,137,3289,462,5374,6711.3660322644755,1671.163713898816
03:30,23,118,415,132,2183,497.77302687652156,371.8770712799098
03:31,23,235,2370,379,4457,3230.4138297019144,2375.7888656603623
03:32,98,218,2351,51,1401,1972.28628867274,657.9031385166855
03:33,54,117,5928,109,1116,5982.712900165414,4328.623153796499
03:34,95,144,3430,92,1569,4246.870252397625,789.3270714791798
03:35,45,202,4796,540,6073,8208.947332346102,7355.791095466928
03:36,34,237,3564,439,5068,5274.256826966782,1406.0651315616385
03:37,31,156,4575,910,9209,7570.014908529825,6885.004502075662
03:38,85,117,3440,402,4156,4694.557911121885,4443.170249727128
03:39,88,179,5127,494,5894,4433.333160439233,2134.937543076605
03:40,44,203,2898,532,6063,3199.9912884070436,1746.9411711721152
03:41,30,133,2871,503,5042,3653.9692892854064,761.5237928250398
03:42,79,221,3471,910,9850,10960.858565591028,7711.051134136365
03:43,65,204,13077,638,6877,16444.682244157997,16248.385448780879
03:44,75,153,2490,257,2574,2949.905421297659,1369.6566773264606
03:45,39,133,4440,81,894,900.6362182040804,383.8143768557667
03:46,80,179,5541,428,4424,8357.042673964826,2665.6344062880908
03:47,58,138,1813,754,7564,5707.4080364182955,5591.479940899381
03:48,83,217,3036,60,1087,2537.601130251553,1748.6719805501536
03:49,47,144,5677,838,8564,4827.34247791136,2186.7971972246332
03:50,32,250,5427,925,10106,11858.146467968303,2670.3123289207797
03:51,43,195,2227,717,7875,1228.9825966634999,231.53018842494635
03:52,30,99,300,606,6962,3181.659767783215,1283.5282521904426
03:53,79,221,889,690,7192,4940.375673649666,1242.4162939503633
03:54,67,125,1632,679,7268,5170.503322461281,5095.0904475613315
03:55,46,134,1866,20,382,1139.6746673197526,1016.0655497988491
03:56,41,139,3400,572,6507,9579.941224966133,2522.33669536305
03:57,65,171,6947,510,5126,8028.560276544195,6789.415095323057
03:58,85,95,1862,615,6334,7269.227835968051,4717.635922692719
03:59,20,235,4261,665,7482,3667.5357325305736,1919.1816222565471
04:00,79,83,1376,457,5477,6237.828959651553,2764.3058555474213
04:01,97,190,3041,693,7884,8406.404894650263,1086.7923319312292
04:02,66,194,3852,687,7303,4971.801697361129,969.9236579414983
04:03,55,129,780,905,9268,1412.2653122859138,481.75482546241835
04:04,76,102,2668,263,2920,2501.774943078365,754.56440951052
04:05,44,219,5461,368,3939,3228.6700746997453,895.973963666287
04:06,34,195,6438,705,8033,6727.965765459611,5915.698569849187
04:07,74,104,789,555,6211,4967.302571314676,4726.643349957782
04:08,73,135,3568,567,6557,6083.329284129548,5808.006084331279
04:09,93,81,465,307,3113,2277.3374844088667,1527.4606121991649
04:10,74,117,7080,601,6357,4006.755236706321,758.1742876627164
04:11,57,102,958,625,7215,7404.657462323475,801.5422198004351
04:12,58,156,5011,660,7032,5415.3056861380655,3212.9822283984545
04:13,50,101,5026,195,2790,2122.862852981474,1538.979342574942
04:14,34,215,2983,619,6633,7098.576846763661,6664.628905796523
04:15,64,143,7045,432,5306,4272.837654054964,1759.459743728557
04:16,27,81,1560,273,3175,3252.925611638939,1995.5722938610863
04:17,81,174,13215,583,6227,10569.898799609036,556.1908078699506
04:18,70,167,2685,134,1804,3027.7296797356735,25.69640493183238
04:19,98,157,13736,979,10564,13486.872649937592,7479.949596272869
04:20,55,226,8685,620,6864,11056.108640324022,4160.914933523843
04:21,89,228,6393,432,4752,6124.1378958237,1324.8443689238663
04:22,58,173,5087,796,8089,7940.036018591574,2599.3222584811583
04:23,67,184,1841,707,8007,7769.7493191759595,30.86955661016682
04:24,21,204,2322,551,5693,4331.546277467935,4141.405860270913
04:25,56,161,3683,991,10228,8403.300947913614,2913.705845695902
04:26,47,107,3846,142,1814,1796.6225682886916,103.07568589685027
04:27,49,147,4721,961,9850,10514.180943286721,776.6819527905152
04:28,53,103,3774,169,1776,2347.278664895284,1602.6703549862314
04:29,80,152,8728,343,4315,3887.6565397870763,858.2271255808987
04:30,32,155,1851,211,2291,2575.79960740453,2379.012598813429
04:31,22,93,1342,556,6331,1008.3274199313912,250.2024807925128
04:32,32,87,637,981,10509,3843.7489624136224,1941.6023864686676
04:33,38,136,3950,528,5711,6042.794468626829,1907.9358981002022
04:34,93,141,4132,971,9907,7730.713603184822,61.5691947891241
04:35,27,225,4410,838,8898,5314.275870306453,3591.634507501802
04:36,84,132,8014,258,3254,4588.547589525352,3814.1615257305384
04:37,57,158,6953,832,8627,10004.475150386956,5728.313043964557
04:38,42,213,5370,339,3916,5458.150544229643,1736.168655476206
04:39,99,219,4270,897,9899,10679.329635810045,10567.921734838174
04:40,33,183,3962,759,8095,5029.870885572973,2175.840524575122
04:41,36,148,4995,1,853,2860.1379181530806,873.3661616977924
04:42,40,113,588,17,1087,707.147851481569,237.7444917337564
04:43,37,201,4814,927,9274,7090.526634536341,819.9566805828157
04:44,49,137,2594,652,7264,1761.4764783879714,1156.3434600737874
04:45,36,174,5941,390,3927,5682.944178811728,3924.9821267360594
04:46,50,208,5895,888,9428,7681.213348792524,615.4851995885718
04:47,21,166,3359,212,2772,1834.9795096329676,68.38970448156152
04:48,82,128,7276,383,4293,5560.749934534241,3957.5477969400436
04:49,43,229,3580,281,3233,2185.669693589416,270.0552259029701
04:50,72,227,3618,701,7298,3622.2298070129104,1429.5129478443655
04:51,78,188,11282,437,4696,8699.212196306413,6563.735689804767
04:52,92,218,402,861,8889,2913.726150007529,1339.0911908030598
04:53,50,154,852,581,6042,7058.577529551546,5923.213090401776
04:54,77,235,13339,637,6816,14822.731135171283,414.2345154549095
04:55,46,164,5050,191,2133,1916.2593159943438,779.1550304595687
04:56,37,191,4516,714,7732,5688.416305369968,258.38004261081517
04:57,72,248,16102,192,2578,13712.452428766348,12963.408767288753
04:58,96,99,7040,331,3618,4102.302652376143,2416.480894470647
04:59,84,120,3049,481,4995,6389.661466482155,1947.983183707167
05:00,34,225,6992,861,8884,7485.000747598844,3425.254263639904
05:01,34,146,2311,499,5579,3285.698238264973,1954.8779689824175
05:02,61,139,8409,670,7337,13137.135004989024,1844.27740016021
05:03,77,243,9938,481,5806,3183.4234553816286,2255.658427571324
05:04,68,168,4509,710,7811,1393.8887861987614,1052.696065914585
05:05,75,112,6913,390,4022,5273.513654507049,418.00231776194926
05:06,23,200,1479,936,10229,3450.1110713935177,2514.42830967632
05:07,22,99,1916,193,2588,2362.3258212210058,455.8396196648735
05:08,87,114,1585,921,9699,9307.88750735502,7105.2554135733535
05:09,50,164,4394,180,2315,4376.174228067005,3070.950371560451
05:10,96,207,3601,841,9378,2135.2929262832413,1807.5764281711063
05:11,27,107,1307,357,4512,4815.695379471964,3770.5156648072807
05:12,96,89,6991,899,9359,3611.5697523830268,1112.5751093154793
05:13,37,137,2832,133,1756,3454.702489478877,1045.7028306605773
05:14,61,137,4847,994,10892,9263.344516155163,7981.545167933247
05:15,64,137,437,130,2075,2592.3530281206304,378.1563955518371
05:16,31,210,3460,172,2409,5240.486393209405,4571.372287637025
05:17,87,199,6660,603,6067,6815.205006261626,243.66210652903698
05:18,25,237,5232,715,7872,12952.488251121451,1982.4278608688146
05:19,37,217,3203,571,6341,5384.357779542375,4023.2136027957363
05:20,79,249,8608,138,1513,8754.542028491076,5398.052094297099
05:21,64,142,7219,616,6233,7576.41663891919,1202.0537870499845
05:22,76,119,8629,726,7540,10609.500677679818,4075.4553719577016
05:23,61,200,4585,466,5344,6411.698595402955,1579.1395568461692
05:24,57,203,3629,494,5172,3177.9969787096334,2330.0297125679276
05:25,84,142,10293,511,6029,7353.716046482393,1120.0766620991606
05:26,28,230,3380,771,8045,4886.43751252033,63.63632251342782
05:27,61,230,4126,959,9738,3272.2309290345875,2169.272230785287
05:28,59,188,492,526,5701,3253.6888811824247,672.3617964915114
05:29,59,133,5209,980,10681,8626.847749480581,7687.546876382909
05:30,83,191,9673,25,1127,7087.68298402072,1293.9191084235463
05:31,41,196,3394,740,8158,3566.6664425917297,748.7553764816539
05:32,66,121,808,291,3381,1089.4101958284903,876.8566681447174
05:33,96,197,17945,976,10666,16205.24434767295,1494.966073620441
05:34,79,149,6819,305,3627,7228.334617656866,1908.519803372671
05:35,30,86,2258,490,5346,3867.461213291412,2128.2833024321744
05:36,39,88,243,954,10023,7432.213709789066,1349.9800016621782
05:37,51,169,7916,585,6143,659.1901212166381,59.34605834805003
05:38,64,150,3456,263,3365,3500.5723200424823,1602.2883404053846
05:39,50,201,8445,202,2626,5894.295406955751,5122.8581098583245
05:40,69,187,861,519,6111,2367.069089065522,301.0247130403249
05:41,30,215,2238,515,6002,7597.944604541503,2590.5995902625536
05:42,34,143,3143,66,1207,3185.528522334328,978.205956137138
05:43,55,236,2972,57,838,3255.629416394645,2204.4291249120233
05:44,34,96,527,803,9012,4119.157033704225,58.78933096868767
05:45,39,196,6500,469,5598,4211.600912409573,1398.8598849033247
05:46,65,147,5031,688,7596,4312.6446476334895,2486.8316776586507
05:47,45,250,10715,133,1968,1760.5186458372752,211.53324309481167
05:48,33,94,2575,620,6426,5834.485032007298,4090.8107998118317
05:49,65,102,5701,235,2707,2073.9547491048597,1079.975348740955
05:50,54,214,9580,201,2453,2163.05707215172,2068.49429524112
05:51,73,198,7940,773,8042,4451.067244737921,3207.819996141599
05:52,29,149,2145,962,10550,2957.5769042371826,1586.0929395651424
05:53,68,180,5488,952,9716,13388.356175387245,9578.396718603655
05:54,70,134,1798,110,1706,1503.5513242670415,1329.691591852088
05:55,46,97,4210,765,7981,9266.808826775956,5349.6368619983505
05:56,47,104,3528,69,1467,744.4178153669795,704.3444569051362
05:57,44,80,387,56,1497,736.2891728484432,647.2217157100634
05:58,73,189,3205,357,3588,878.8277673468396,540.9461545720284
05:59,80,199,8655,243,3047,5886.486505489279,2967.277379489476
06:00,29,103,822,208,2494,1200.555294665477,318.8988862219239
06:01,80,164,1040,659,7455,2249.3268510917446,204.6578063243501
06:02,80,166,3211,143,1720,2970.3912370336348,2687.5770132667362
06:03,23,247,1494,338,3901,3927.4348012314344,3492.728861366464
06:04,31,86,740,354,4231,1687.0452994433558,333.4255299561793
06:05,34,108,3507,770,8664,7094.148280281735,1986.8092102248022
06:06,82,208,1427,665,7308,5195.556603307803,3428.260671379629
06:07,38,212,4878,55,1525,2342.273811758754,618.4530273381491
06:08,99,182,1106,402,4438,3070.2135844425547,2069.8737092484726
06:09,66,237,9067,972,10054,10453.64445039021,4133.21567808958
06:10,26,164,4015,762,8312,8700.354290125455,3253.001350777919
06:11,33,191,3931,818,8931,9953.314783315876,5246.544213967265
06:12,73,131,6990,928,9308,4549.198327562028,1062.5090517384695
06:13,22,142,2034,664,7116,8647.161245564046,7363.379092688378
06:14,83,235,4200,229,3068,4716.6745376079825,989.9886428274115
06:15,97,101,1249,266,2934,1164.6804116993876,929.5712626812549
06:16,47,108,3165,275,3076,3981.5217008185637,1799.5188221907938
06:17,83,182,10036,460,4910,6332.468293957098,5682.713433444727
06:18,68,181,9976,75,1146,10363.225145640226,3237.828774196885
06:19,65,143,5095,281,3438,5948.34450243251,4146.1927861905115
06:20,74,220,8873,801,8133,4722.875118757055,3427.553783344098
06:21,70,166,9594,420,4678,6741.901253535594,166.66593591365867
06:22,91,233,21077,857,8677,21267.734769655064,15532.033036300505
06:23,89,129,9796,347,4014,6267.246833906718,1054.646020837159
06:24,75,236,10130,8,654,251.08760153242474,189.64918638332742
06:25,84,204,13901,916,9204,18555.313773589827,10922.801295614061
06:26,38,121,4557,948,10431,7771.862793154713,3100.2730354256605
06:27,79,223,8841,332,4127,3764.7453782466473,2503.845321459681
06:28,41,146,2929,968,9696,10706.768200951588,10254.22858781528
06:29,36,84,2455,116,2035,2959.7053329140163,2356.762304450645
06:30,86,236,697,392,4470,4427.68473403417,945.0524885358404
06:31,66,164,4232,173,1888,4517.111088954487,581.3770363547526
06:32,36,224,5965,203,2180,3937.7785061281893,3813.106056201
06:33,40,162,4392,877,8982,4233.7244939146085,2956.7002116704066
06:34,63,214,8466,702,7158,5439.513567877913,4257.8110386795115
06:35,89,187,9694,612,7120,12014.806082541507,953.5928127361568
06:36,40,112,1261,997,10965,7303.047672517055,2653.527575937831
06:37,94,143,12353,426,4796,6725.434299694383,2719.8650244927903
06:38,87,234,13821,61,1230,10700.62163549365,589.5193568848493
06:39,35,195,6312,616,6319,4201.861951705322,3544.1334332611755
06:40,61,100,4742,724,7984,6486.322943154962,6062.848366378703
06:41,95,113,9748,429,4545,3560.6640186975437,1960.6446110339518
06:42,73,195,4142,232,3127,4996.497629338134,945.3565856133805
06:43,100,109,2767,404,4842,4125.391416983726,422.2484230841304
06:44,90,203,9034,369,3888,6743.11490041118,3585.9054888871296
06:45,22,109,1255,12,372,1054.1008829230493,53.71775922854
06:46,35,243,2256,37,1034,767.0067235182718,228.9406685264719
06:47,96,185,10926,717,8011,2349.3014958933118,470.6565120681608
06:48,36,249,8145,294,3690,6495.820093064927,82.66653922781995
06:49,58,189,2178,701,7279,4162.930034793272,2264.5863479549835
06:50,50,99,4903,807,8310,3635.8599262243756,3077.4061066818144
06:51,77,243,16002,252,3262,15470.114070605636,7701.703974227236
06:52,38,110,2630,137,1574,2885.2054370847763,1539.9803193071389
06:53,98,136,13035,904,9683,8825.767192142843,3894.6954162004527
06:54,35,165,2360,51,1429,3681.471778737267,3578.269530060817
06:55,27,156,592,91,969,1193.9955837028815,385.360825688197
06:56,95,144,11053,848,9302,12326.151873203173,11453.84868654845
06:57,82,126,2436,998,10016,4717.407753415164,2401.254564194099
06:58,62,87,3459,519,5286,4777.773833984978,4206.134654980617
06:59,27,183,2111,72,882,1557.4270041255272,1041.9415068682792
07:00,83,190,14606,457,4975,9366.159715289767,7538.979247201072
07:01,37,191,4477,855,8962,2931.696761105013,2190.989487164498
07:02,97,146,12672,679,7774,18170.86572322023,9203.277022112432
07:03,60,231,6066,301,3160,6058.676371559788,3405.8539370513045
07:04,78,205,6110,459,4924,2652.027296867275,1938.9142891169176
07:05,54,143,2931,881,8926,8326.358141668803,106.73222857831492
07:06,57,120,3906,879,9706,7118.409788038178,3038.18664623449
07:07,63,169,4876,786,8116,7414.889083059405,4112.996228963779
07:08,91,202,3958,633,6458,7017.033585499937,603.4543672241991
07:09,29,198,1536,812,8484,4736.188898617116,4573.099348594733
